  Year          Age             Female            Male           Total
  2009          59             0.006083        0.010329        0.008133
  2009          60             0.006814        0.011273        0.008960
  2009          61             0.007300        0.011837        0.009486
  2009          62             0.007864        0.012728        0.010202
  2009          63             0.008807        0.013899        0.011245
  2009          64             0.009445        0.014830        0.012014
  2009          65             0.010521        0.016496        0.013354
  2009          66             0.011302        0.017799        0.014372
  2009          67             0.012464        0.018889        0.015486
  2009          68             0.013317        0.020416        0.016636
  2009          69             0.014481        0.021851        0.017908
  2009          70             0.016171        0.024049        0.019816
  2009          71             0.017667        0.025990        0.021502
  2009          72             0.019167        0.028415        0.023387
  2009          73             0.021184        0.031000        0.025626
  2009          74             0.023785        0.033950        0.028345
  2009          75             0.026203        0.037525        0.031219
  2009          76             0.028435        0.040538        0.033750
  2009          77             0.031602        0.045306        0.037544
  2009          78             0.034824        0.050562        0.041554
  2009          79             0.038525        0.054071        0.045067
  2009          80             0.044339        0.062856        0.051996
  2009          81             0.049374        0.069663        0.057594
  2009          82             0.055959        0.078064        0.064708
  2009          83             0.062318        0.086174        0.071503
  2009          84             0.070130        0.096665        0.080062
  2009          85             0.078651        0.106763        0.088926
  2009          86             0.088636        0.119638        0.099674
  2009          87             0.099659        0.132542        0.111008
  2009          88             0.110913        0.145982        0.122631
  2009          89             0.126654        0.167963        0.139944
  2009          90             0.138988        0.181454        0.152045
  2009          91             0.155821        0.203980        0.169980
  2009          92             0.175796        0.228989        0.190676
  2009          93             0.198743        0.252906        0.212979
  2009          94             0.218603        0.279686        0.233630
  2009          95             0.240030        0.307592        0.255535
  2009          96             0.266188        0.337998        0.281503
  2009          97             0.288820        0.362615        0.303442
  2009          98             0.318757        0.372591        0.328685
  2009          99             0.343416        0.423355        0.357180
  2009         100             0.381191        0.461497        0.393774
  2009         101             0.417771        0.496281        0.429225
  2009         102             0.429069        0.523547        0.441898
  2009         103             0.451393        0.541810        0.462730
  2009         104             0.481256        0.643928        0.499359
  2009         105             0.509730        0.627785        0.522165
  2009         106             0.611496        0.746513        0.625672
  2009         107             0.571776        0.573723        0.571988
  2009         108             0.580887        0.533634        0.575625
  2009         109             0.516836        0.428367        0.506546
  2009         110+            0.656125        0.860604        0.681597
  2010           0             0.005627        0.006777        0.006214
  2010           1             0.000413        0.000456        0.000435
  2010           2             0.000223        0.000317        0.000271
  2010           3             0.000168        0.000242        0.000206
  2010           4             0.000135        0.000176        0.000156
  2010           5             0.000104        0.000140        0.000123
  2010           6             0.000106        0.000123        0.000115
  2010           7             0.000097        0.000130        0.000114
  2010           8             0.000105        0.000125        0.000115
  2010           9             0.000093        0.000121        0.000108
  2010          10             0.000096        0.000110        0.000103
  2010          11             0.000111        0.000141        0.000126
  2010          12             0.000121        0.000146        0.000134
  2010          13             0.000120        0.000179        0.000150
  2010          14             0.000155        0.000242        0.000200
  2010          15             0.000176        0.000325        0.000252
  2010          16             0.000245        0.000497        0.000375
  2010          17             0.000272        0.000653        0.000468
  2010          18             0.000328        0.000949        0.000647
  2010          19             0.000381        0.001031        0.000714
  2010          20             0.000394        0.001113        0.000761
  2010          21             0.000431        0.001269        0.000859
  2010          22             0.000447        0.001259        0.000861
  2010          23             0.000452        0.001283        0.000876
  2010          24             0.000505        0.001361        0.000941
  2010          25             0.000507        0.001313        0.000916
  2010          26             0.000525        0.001358        0.000946
  2010          27             0.000525        0.001328        0.000930
  2010          28             0.000595        0.001369        0.000984
  2010          29             0.000628        0.001392        0.001011
  2010          30             0.000671        0.001413        0.001044
  2010          31             0.000666        0.001463        0.001066
  2010          32             0.000743        0.001474        0.001109
  2010          33             0.000734        0.001505        0.001119
  2010          34             0.000804        0.001496        0.001150
  2010          35             0.000870        0.001568        0.001219
  2010          36             0.000967        0.001630        0.001297
  2010          37             0.001013        0.001743        0.001376
  2010          38             0.001101        0.001869        0.001482
  2010          39             0.001183        0.001969        0.001574
  2010          40             0.001255        0.002050        0.001651
  2010          41             0.001378        0.002234        0.001804
  2010          42             0.001517        0.002509        0.002011
  2010          43             0.001682        0.002629        0.002152
  2010          44             0.001875        0.002998        0.002432
  2010          45             0.002011        0.003291        0.002645
  2010          46             0.002346        0.003658        0.002995
  2010          47             0.002496        0.004007        0.003242
  2010          48             0.002691        0.004351        0.003509
  2010          49             0.002934        0.004794        0.003850
  2010          50             0.003246        0.005223        0.004219
  2010          51             0.003415        0.005542        0.004461
  2010          52             0.003828        0.006176        0.004979
  2010          53             0.003942        0.006697        0.005289
  2010          54             0.004315        0.007103        0.005677
  2010          55             0.004453        0.007806        0.006084
  2010          56             0.004898        0.008398        0.006596
  2010          57             0.005179        0.009136        0.007095
  2010          58             0.005691        0.009818        0.007685
  2010          59             0.005977        0.010379        0.008100
  2010          60             0.006471        0.011074        0.008686
  2010          61             0.007045        0.011547        0.009209
  2010          62             0.007805        0.012786        0.010197
  2010          63             0.008423        0.013281        0.010753
  2010          64             0.009368        0.014829        0.011977
  2010          65             0.010087        0.015808        0.012804
  2010          66             0.011264        0.017340        0.014139
  2010          67             0.012129        0.018486        0.015124
  2010          68             0.013383        0.020297        0.016622
  2010          69             0.014399        0.021898        0.017887
  2010          70             0.015946        0.023835        0.019596
  2010          71             0.017420        0.025522        0.021159
  2010          72             0.019192        0.028291        0.023360
  2010          73             0.020851        0.030561        0.025260
  2010          74             0.023022        0.033709        0.027831
  2010          75             0.025794        0.037325        0.030925
  2010          76             0.028182        0.040803        0.033745
  2010          77             0.031300        0.044681        0.037128
  2010          78             0.034948        0.049336        0.041133
  2010          79             0.038044        0.053904        0.044759
  2010          80             0.044474        0.062496        0.052000
  2010          81             0.049167        0.069187        0.057353
  2010          82             0.055429        0.077285        0.064174
  2010          83             0.061764        0.084802        0.070758
  2010          84             0.070070        0.096096        0.079940
  2010          85             0.079695        0.107707        0.089999
  2010          86             0.088746        0.118177        0.099306
  2010          87             0.098512        0.132506        0.110367
  2010          88             0.111647        0.148822        0.124188
  2010          89             0.125415        0.162815        0.137594
  2010          90             0.145123        0.189709        0.159069
  2010          91             0.156498        0.200396        0.169573
  2010          92             0.178265        0.229955        0.192949
  2010          93             0.197763        0.253905        0.212847
  2010          94             0.221598        0.281261        0.236605
  2010          95             0.248337        0.307224        0.262188
  2010          96             0.270578        0.338651        0.285399
  2010          97             0.293079        0.360338        0.306669
  2010          98             0.320158        0.390063        0.333298
  2010          99             0.357157        0.420873        0.368295
  2010         100             0.382951        0.463291        0.395815
  2010         101             0.415003        0.484123        0.425139
  2010         102             0.437861        0.547788        0.452891
  2010         103             0.473122        0.635454        0.493049
  2010         104             0.519312        0.580236        0.526020
  2010         105             0.541259        0.628055        0.549925
  2010         106             0.635412        0.497881        0.621301
  2010         107             0.538357        0.612581        0.546142
  2010         108             0.603102        0.487970        0.590343
  2010         109             0.615290        0.463829        0.596831
  2010         110+            0.531436        0.392756        0.514407
